1.721535808293094742e+05;2.246815541676688355e+01
1.433837128669015947e+05;2.102082976811302828e+01
1.650510755269190995e+05;1.959742634653228066e+01
1.614928316449354752e+05;2.125469451940001164e+01
1.588806300973546167e+05;2.068839704678418911e+01
1.631679776875502721e+05;2.344367221559449632e+01
1.491870590828466520e+05;2.309414562393548209e+01
1.611240170892608876e+05;2.192787269363076774e+01
1.474716936697038473e+05;2.130787122486734475e+01
1.736830858063801134e+05;1.887798769639952212e+01
1.390604329814352095e+05;1.755085287617225731e+01
1.614984174280198058e+05;2.580753212939226771e+01
1.700746283221085323e+05;2.438284189458572726e+01
1.598292079463667178e+05;2.383359022215722334e+01
1.561252359083564952e+05;2.226400583768934993e+01
1.561645439012786082e+05;1.993897943975911602e+01
1.601647987456138071e+05;2.008531343811539926e+01
1.719224465966490679e+05;2.142762402643625919e+01
1.628398156705377623e+05;2.036233279379901262e+01
1.714024384255658370e+05;1.957365846396765718e+01
1.654400313002774201e+05;2.033585368509033131e+01
1.494433821903887729e+05;2.005892303420077027e+01
1.507918043653147470e+05;2.061220219054904845e+01
1.554463133273799322e+05;2.166193734059651632e+01
1.644892424845805508e+05;2.074275695251603224e+01
1.923737947690100118e+05;4.423154739459241114e+01
2.061948328661635751e+05;4.322238894939416554e+01
2.217196221311823756e+05;4.465014522976006361e+01
1.966498607703954040e+05;4.209086646045472691e+01
1.954507629228961014e+05;4.181176955554947483e+01
2.090604370134357887e+05;4.141960729379577799e+01
1.969613636441675480e+05;4.175663519274023372e+01
2.082344140504196694e+05;3.997811529629241534e+01
1.941475936507806182e+05;4.257141597241542996e+01
2.009661496932492591e+05;4.373703315808264591e+01
1.956146865590318048e+05;4.479337226973808583e+01
2.009201232704543509e+05;4.775052946760841621e+01
1.826893706107048492e+05;4.405642868075643293e+01
1.873212601071926474e+05;4.121920971939471912e+01
2.176234313965943293e+05;4.630485565141781024e+01
1.792107306762255321e+05;4.236967995653320429e+01
1.971141070052249997e+05;3.855180313777599821e+01
1.972842803689494904e+05;4.360190978890268809e+01
1.999452369335174153e+05;3.882643981525708909e+01
2.088496678301635257e+05;4.330431530803518569e+01
1.971534651874129777e+05;4.130744143324380957e+01
2.048921756475354196e+05;4.465176565769803574e+01
1.929516540939822153e+05;4.299440257991823700e+01
2.060425717089596728e+05;3.890620311473619353e+01
1.989473420926033868e+05;3.900031357849040603e+01
1.397803789209800598e+05;2.715940996493321791e+01
1.382642080218575720e+05;2.965610388694798516e+01
1.482923510987660266e+05;2.638514881641030030e+01
1.441534537995693681e+05;2.701807216593363847e+01
1.652673026106231846e+05;2.648097319188732968e+01
1.380957589778787806e+05;2.726192283246968628e+01
1.368337841890495329e+05;2.824189500503353756e+01
1.439545397522028070e+05;2.472254517327308321e+01
1.354929129356537887e+05;2.531879157712176109e+01
1.535860998131178494e+05;3.289033683302762512e+01
1.550563688466048625e+05;2.865215289960703871e+01
1.514492076235910645e+05;2.829330720294413837e+01
1.577912127960326034e+05;2.929546588657155937e+01
1.389245801135024521e+05;2.570058428003709139e+01
1.348244205089647148e+05;2.858734771202268377e+01
1.289656867438691406e+05;2.751610039610568492e+01
1.546233096508252202e+05;2.801830609079101464e+01
1.610779040121435828e+05;3.085401787024111897e+01
1.383477524147438817e+05;2.524106552269267567e+01
1.407436332989554794e+05;2.699811198864062689e+01
1.450015774109031190e+05;3.118850261719560280e+01
1.299930061990058603e+05;2.718223077519505182e+01
1.445475460465648503e+05;3.022963301506848666e+01
1.463311906652283214e+05;2.878828195129269218e+01
1.546695407849090989e+05;2.894671730340125038e+01
1.237619232153708435e+05;2.215158923367681609e+01
1.402576417754438880e+05;1.509906601648548019e+01
1.430141261895529460e+05;2.094521811244256781e+01
1.354415222100311366e+05;2.238300758205701513e+01
1.078816043964162527e+05;1.866640093568071279e+01
1.275016260646641313e+05;1.947547801667285938e+01
1.335743654936435341e+05;2.002843971366524300e+01
1.137219257144998410e+05;2.228285418360484726e+01
1.418339314261757536e+05;2.218696461137998455e+01
1.237046433177718864e+05;2.053654060149939653e+01
1.363169183490007126e+05;2.226465765906893068e+01
1.409012490722906950e+05;2.046940754382786309e+01
1.166238325345001358e+05;1.970036600936766646e+01
1.361714857791512331e+05;2.254620836617959867e+01
1.530831340742744214e+05;2.129262239899671272e+01
1.332787828886923671e+05;2.070366191331661199e+01
1.267753424095515511e+05;2.262180993935897888e+01
1.343674138240809843e+05;2.064370058716487222e+01
1.200356638464539865e+05;2.081211990158746872e+01
1.269228158329784492e+05;2.356860702202689239e+01
1.403038984677943517e+05;1.901363817405295720e+01
1.425043213700836641e+05;1.991430593203221378e+01
1.321640126547530526e+05;2.346374730654755680e+01
1.205851080155896489e+05;2.137905788449286604e+01
1.195278848146490636e+05;1.717566019656289100e+01
